stusps,state,hud_area_code,countyname,hud_area_name,fips,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
MI,26,METRO19820MM0440,Livingston County,"Livingston County, MI HUD Metro FMR Area",2609399999,194302,1005,1264,1457,2026,2285
MI,26,NCNTY26095N26095,Luce County,"Luce County, MI",2609599999,5442,699,753,988,1185,1353
MI,26,NCNTY26097N26097,Mackinac County,"Mackinac County, MI",2609799999,10843,775,780,1023,1227,1451
MI,26,METRO19820M19820,Macomb County,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",2609999999,878453,1009,1122,1411,1724,1868
MI,26,NCNTY26101N26101,Manistee County,"Manistee County, MI",2610199999,25058,742,799,1048,1332,1388
MI,26,NCNTY26103N26103,Marquette County,"Marquette County, MI",2610399999,66376,784,973,1137,1363,1665
MI,26,NCNTY26105N26105,Mason County,"Mason County, MI",2610599999,29178,726,816,1026,1366,1374
MI,26,NCNTY26107N26107,Mecosta County,"Mecosta County, MI",2610799999,40128,715,796,1010,1288,1432
MI,26,NCNTY26109N26109,Menominee County,"Menominee County, MI",2610999999,23433,697,771,973,1353,1380
MI,26,METRO33220M33220,Midland County,"Midland, MI MSA",2611199999,83503,907,925,1193,1518,1682
MI,26,NCNTY26113N26113,Missaukee County,"Missaukee County, MI",2611399999,15089,689,787,973,1194,1288
MI,26,METRO33780M33780,Monroe County,"Monroe, MI MSA",2611599999,154823,914,1011,1326,1605,2147
MI,26,METRO24340N26117,Montcalm County,"Montcalm County, MI HUD Metro FMR Area",2611799999,66901,829,1016,1203,1473,1593
MI,26,NCNTY26119N26119,Montmorency County,"Montmorency County, MI",2611999999,9261,689,888,973,1353,1380
MI,26,METRO34740M34740,Muskegon County,"Muskegon-Norton Shores, MI MSA",2612199999,175947,866,942,1236,1490,1636
MI,26,NCNTY26123N26123,Newaygo County,"Newaygo County, MI",2612399999,50130,691,744,976,1294,1298
MI,26,METRO19820M19820,Oakland County,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",2612599999,1272264,1009,1122,1411,1724,1868
MI,26,NCNTY26127N26127,Oceana County,"Oceana County, MI",2612799999,26707,689,742,973,1200,1550
MI,26,NCNTY26129N26129,Ogemaw County,"Ogemaw County, MI",2612999999,20820,682,843,989,1186,1309
MI,26,NCNTY26131N26131,Ontonagon County,"Ontonagon County, MI",2613199999,5862,689,888,973,1242,1632
MI,26,NCNTY26133N26133,Osceola County,"Osceola County, MI",2613399999,23022,744,749,983,1182,1394
MI,26,NCNTY26135N26135,Oscoda County,"Oscoda County, MI",2613599999,8264,689,742,973,1287,1380
MI,26,NCNTY26137N26137,Otsego County,"Otsego County, MI",2613799999,25221,852,858,1100,1445,1560
MI,26,METRO24340M26100,Ottawa County,"Holland-Grand Haven, MI HUD Metro FMR Area",2613999999,296183,1047,1333,1519,1930,2256
MI,26,NCNTY26141N26141,Presque Isle County,"Presque Isle County, MI",2614199999,13083,671,742,973,1167,1506
MI,26,NCNTY26143N26143,Roscommon County,"Roscommon County, MI",2614399999,23556,689,742,973,1242,1632
MI,26,METRO40980M40980,Saginaw County,"Saginaw, MI MSA",2614599999,189821,770,851,1117,1440,1479
MI,26,METRO19820M19820,St. Clair County,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",2614799999,160257,1009,1122,1411,1724,1868
MI,26,NCNTY26149N26149,St. Joseph County,"St. Joseph County, MI",2614999999,60887,721,777,1019,1380,1480
MI,26,NCNTY26151N26151,Sanilac County,"Sanilac County, MI",2615199999,40759,671,742,973,1253,1316
MI,26,NCNTY26153N26153,Schoolcraft County,"Schoolcraft County, MI",2615399999,8062,689,858,973,1338,1380
MI,26,NCNTY26155N26155,Shiawassee County,"Shiawassee County, MI",2615599999,68124,787,812,1066,1428,1571
MI,26,NCNTY26157N26157,Tuscola County,"Tuscola County, MI",2615799999,53218,671,786,973,1288,1420
MI,26,NCNTY26159N26159,Van Buren County,"Van Buren County, MI",2615999999,75636,701,774,1016,1338,1396
MI,26,METRO11460M11460,Washtenaw County,"Ann Arbor, MI MSA",2616199999,370231,1365,1387,1656,1986,2193
MI,26,METRO19820M19820,Wayne County,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",2616399999,1781641,1009,1122,1411,1724,1868
MI,26,NCNTY26165N26165,Wexford County,"Wexford County, MI",2616599999,33766,821,826,1084,1368,1585
MN,27,NCNTY27001N27001,Aitkin County,"Aitkin County, MN",2700199999,15859,737,742,973,1353,1471
MN,27,METRO33460M33460,Anoka County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2700399999,363985,1242,1405,1709,2262,2531
MN,27,NCNTY27005N27005,Becker County,"Becker County, MN",2700599999,35202,708,783,1027,1341,1474
MN,27,NCNTY27007N27007,Beltrami County,"Beltrami County, MN",2700799999,46274,870,876,1135,1361,1715
MN,27,METRO41060M41060,Benton County,"St. Cloud, MN MSA",2700999999,41300,874,919,1206,1604,1873
MN,27,NCNTY27011N27011,Big Stone County,"Big Stone County, MN",2701199999,5161,671,816,973,1178,1329
MN,27,METRO31860M31860,Blue Earth County,"Mankato, MN MSA",2701399999,69022,971,977,1171,1629,1916
MN,27,NCNTY27015N27015,Brown County,"Brown County, MN",2701599999,25880,671,742,973,1177,1609
MN,27,METRO20260M20260,Carlton County,"Duluth, MN-WI MSA",2701799999,36362,849,978,1232,1689,2067
MN,27,METRO33460M33460,Carver County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2701999999,107216,1242,1405,1709,2262,2531
MN,27,NCNTY27021N27021,Cass County,"Cass County, MN",2702199999,30288,729,768,973,1300,1632
MN,27,NCNTY27023N27023,Chippewa County,"Chippewa County, MN",2702399999,12466,671,772,973,1353,1382
MN,27,METRO33460M33460,Chisago County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2702599999,56927,1242,1405,1709,2262,2531
MN,27,METRO22020M22020,Clay County,"Fargo, ND-MN MSA",2702799999,65307,768,917,1112,1547,1865
MN,27,NCNTY27029N27029,Clearwater County,"Clearwater County, MN",2702999999,8541,671,785,973,1179,1632
MN,27,NCNTY27031N27031,Cook County,"Cook County, MN",2703199999,5611,671,888,973,1288,1415
MN,27,NCNTY27033N27033,Cottonwood County,"Cottonwood County, MN",2703399999,11481,671,766,973,1353,1415
MN,27,NCNTY27035N27035,Crow Wing County,"Crow Wing County, MN",2703599999,66558,772,854,1120,1345,1569
MN,27,METRO33460M33460,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2703799999,439179,1242,1405,1709,2262,2531
MN,27,METRO40340M40340,Dodge County,"Rochester, MN HUD Metro FMR Area",2703999999,20893,1112,1189,1407,1957,2360
MN,27,NCNTY27041N27041,Douglas County,"Douglas County, MN",2704199999,39081,737,772,991,1378,1441
MN,27,NCNTY27043N27043,Faribault County,"Faribault County, MN",2704399999,13931,671,790,973,1312,1317
MN,27,METRO40340N27045,Fillmore County,"Fillmore County, MN HUD Metro FMR Area",2704599999,21251,774,779,1022,1370,1375
MN,27,NCNTY27047N27047,Freeborn County,"Freeborn County, MN",2704799999,30857,672,742,974,1283,1432
MN,27,NCNTY27049N27049,Goodhue County,"Goodhue County, MN",2704999999,47697,755,901,1095,1523,1837
MN,27,NCNTY27051N27051,Grant County,"Grant County, MN",2705199999,6091,671,742,973,1353,1632
MN,27,METRO33460M33460,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2705399999,1270787,1242,1405,1709,2262,2531
MN,27,METRO29100M29100,Houston County,"La Crosse-Onalaska, WI-MN HUD Metro FMR Area",2705599999,18826,804,889,1166,1515,1903
MN,27,NCNTY27057N27057,Hubbard County,"Hubbard County, MN",2705799999,21479,695,768,1008,1395,1642
MN,27,METRO33460M33460,Isanti County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2705999999,41257,1242,1405,1709,2262,2531
MN,27,NCNTY27061N27061,Itasca County,"Itasca County, MN",2706199999,45054,754,860,1074,1401,1516
MN,27,NCNTY27063N27063,Jackson County,"Jackson County, MN",2706399999,9990,671,846,973,1283,1288
MN,27,NCNTY27065N27065,Kanabec County,"Kanabec County, MN",2706599999,16145,671,858,973,1353,1387
MN,27,NCNTY27067N27067,Kandiyohi County,"Kandiyohi County, MN",2706799999,43686,782,787,973,1353,1632
MN,27,NCNTY27069N27069,Kittson County,"Kittson County, MN",2706999999,4191,684,745,973,1167,1415
MN,27,NCNTY27071N27071,Koochiching County,"Koochiching County, MN",2707199999,12072,671,742,973,1243,1415
MN,27,NCNTY27073N27073,Lac qui Parle County,"Lac qui Parle County, MN",2707399999,6736,671,833,973,1353,1415
MN,27,NCNTY27075N27075,Lake County,"Lake County, MN",2707599999,10915,880,973,1277,1531,1869
MN,27,NCNTY27077N27077,Lake of the Woods County,"Lake of the Woods County, MN",2707799999,3786,699,773,1014,1216,1474
MN,27,METRO33460N27079,Le Sueur County,"Le Sueur County, MN HUD Metro FMR Area",2707999999,28795,816,822,1078,1499,1748
MN,27,NCNTY27081N27081,Lincoln County,"Lincoln County, MN",2708199999,5630,671,742,973,1283,1288
MN,27,NCNTY27083N27083,Lyon County,"Lyon County, MN",2708399999,25352,678,834,973,1353,1632
MN,27,NCNTY27085N27085,McLeod County,"McLeod County, MN",2708599999,36727,823,865,999,1198,1662
MN,27,NCNTY27087N27087,Mahnomen County,"Mahnomen County, MN",2708799999,5389,671,742,973,1217,1488
MN,27,NCNTY27089N27089,Marshall County,"Marshall County, MN",2708999999,9017,671,742,973,1182,1632
MN,27,NCNTY27091N27091,Martin County,"Martin County, MN",2709199999,19960,671,803,973,1283,1288
MN,27,NCNTY27093N27093,Meeker County,"Meeker County, MN",2709399999,23352,687,854,997,1387,1407
MN,27,METRO33460N27095,Mille Lacs County,"Mille Lacs County, MN HUD Metro FMR Area",2709599999,26680,850,856,1123,1346,1884
MN,27,NCNTY27097N27097,Morrison County,"Morrison County, MN",2709799999,34023,671,757,973,1353,1454
MN,27,NCNTY27099N27099,Mower County,"Mower County, MN",2709999999,40082,723,799,1049,1350,1461
MN,27,NCNTY27101N27101,Murray County,"Murray County, MN",2710199999,8170,671,852,973,1232,1573
MN,27,METRO31860M31860,Nicollet County,"Mankato, MN MSA",2710399999,34380,971,977,1171,1629,1916
MN,27,NCNTY27105N27105,Nobles County,"Nobles County, MN",2710599999,22194,723,799,1049,1294,1389
MN,27,NCNTY27107N27107,Norman County,"Norman County, MN",2710799999,6457,671,742,973,1167,1288
MN,27,METRO40340M40340,Olmsted County,"Rochester, MN HUD Metro FMR Area",2710999999,162307,1112,1189,1407,1957,2360
MN,27,NCNTY27111N27111,Otter Tail County,"Otter Tail County, MN",2711199999,60072,678,749,983,1367,1432
MN,27,NCNTY27113N27113,Pennington County,"Pennington County, MN",2711399999,13995,774,855,1122,1496,1631
MN,27,NCNTY27115N27115,Pine County,"Pine County, MN",2711599999,29090,834,839,1101,1320,1458
MN,27,NCNTY27117N27117,Pipestone County,"Pipestone County, MN",2711799999,9380,671,742,973,1203,1538
MN,27,METRO24220M24220,Polk County,"Grand Forks, ND-MN MSA",2711999999,31128,863,868,1089,1515,1827
MN,27,NCNTY27121N27121,Pope County,"Pope County, MN",2712199999,11312,726,803,1053,1263,1394
MN,27,METRO33460M33460,Ramsey County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2712399999,547202,1242,1405,1709,2262,2531
MN,27,NCNTY27125N27125,Red Lake County,"Red Lake County, MN",2712599999,3912,671,742,973,1277,1288
MN,27,NCNTY27127N27127,Redwood County,"Redwood County, MN",2712799999,15428,671,742,973,1321,1566
MN,27,NCNTY27129N27129,Renville County,"Renville County, MN",2712999999,14707,776,781,973,1353,1602
MN,27,NCNTY27131N27131,Rice County,"Rice County, MN",2713199999,67152,899,905,1187,1534,1991
MN,27,METRO43620N27133,Rock County,"Rock County, MN HUD Metro FMR Area",2713399999,9659,727,742,973,1353,1357
MN,27,NCNTY27135N27135,Roseau County,"Roseau County, MN",2713599999,15294,671,867,973,1256,1450
MN,27,METRO20260M20260,St. Louis County,"Duluth, MN-WI MSA",2713799999,200122,849,978,1232,1689,2067
MN,27,METRO33460M33460,Scott County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2713999999,151347,1242,1405,1709,2262,2531
MN,27,METRO33460M33460,Sherburne County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2714199999,97820,1242,1405,1709,2262,2531
MN,27,NCNTY27143N27143,Sibley County,"Sibley County, MN",2714399999,14950,671,742,973,1299,1304
MN,27,METRO41060M41060,Stearns County,"St. Cloud, MN MSA",2714599999,158622,874,919,1206,1604,1873
MN,27,NCNTY27147N27147,Steele County,"Steele County, MN",2714799999,37396,787,870,1142,1549,1816
MN,27,NCNTY27149N27149,Stevens County,"Stevens County, MN",2714999999,9682,683,755,991,1378,1662
MN,27,NCNTY27151N27151,Swift County,"Swift County, MN",2715199999,9806,671,768,973,1285,1314
MN,27,NCNTY27153N27153,Todd County,"Todd County, MN",2715399999,25277,737,742,973,1318,1550
MN,27,NCNTY27155N27155,Traverse County,"Traverse County, MN",2715599999,3345,671,742,973,1353,1609
MN,27,METRO40340N27157,Wabasha County,"Wabasha County, MN HUD Metro FMR Area",2715799999,21460,872,913,1001,1334,1679
MN,27,NCNTY27159N27159,Wadena County,"Wadena County, MN",2715999999,14108,701,783,1016,1218,1345
MN,27,NCNTY27161N27161,Waseca County,"Waseca County, MN",2716199999,18953,677,742,973,1353,1495
MN,27,METRO33460M33460,Washington County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2716399999,268651,1242,1405,1709,2262,2531
MN,27,NCNTY27165N27165,Watonwan County,"Watonwan County, MN",2716599999,11205,671,842,973,1283,1288
MN,27,NCNTY27167N27167,Wilkin County,"Wilkin County, MN",2716799999,6454,671,751,973,1283,1288
MN,27,NCNTY27169N27169,Winona County,"Winona County, MN",2716999999,49792,791,868,1066,1336,1543
MN,27,METRO33460M33460,Wright County,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2717199999,142543,1242,1405,1709,2262,2531
MN,27,NCNTY27173N27173,Yellow Medicine County,"Yellow Medicine County, MN",2717399999,9569,671,753,973,1169,1312
MS,28,NCNTY28001N28001,Adams County,"Adams County, MS",2800199999,29425,727,768,842,1111,1115
MS,28,NCNTY28003N28003,Alcorn County,"Alcorn County, MS",2800399999,34717,727,768,842,1158,1162
MS,28,NCNTY28005N28005,Amite County,"Amite County, MS",2800599999,12683,708,713,855,1047,1139
MS,28,NCNTY28007N28007,Attala County,"Attala County, MS",2800799999,17842,638,642,842,1115,1118
MS,28,METRO32820N28009,Benton County,"Benton County, MS HUD Metro FMR Area",2800999999,7637,727,768,842,1157,1284
MS,28,NCNTY28011N28011,Bolivar County,"Bolivar County, MS",2801199999,30688,638,642,842,1096,1115
MS,28,NCNTY28013N28013,Calhoun County,"Calhoun County, MS",2801399999,13193,637,642,842,1167,1217
MS,28,NCNTY28015N28015,Carroll County,"Carroll County, MS",2801599999,9930,708,713,842,1049,1118
MS,28,NCNTY28017N28017,Chickasaw County,"Chickasaw County, MS",2801799999,17024,638,642,842,1121,1411
MS,28,NCNTY28019N28019,Choctaw County,"Choctaw County, MS",2801999999,8208,638,642,842,1115,1118
MS,28,NCNTY28021N28021,Claiborne County,"Claiborne County, MS",2802199999,9044,708,713,842,1111,1118
MS,28,NCNTY28023N28023,Clarke County,"Clarke County, MS",2802399999,15553,750,783,867,1044,1150
MS,28,NCNTY28025N28025,Clay County,"Clay County, MS",2802599999,18598,708,713,842,1159,1412
MS,28,NCNTY28027N28027,Coahoma County,"Coahoma County, MS",2802799999,21264,730,748,842,1177,1380
MS,28,METRO27140M27140,Copiah County,"Jackson, MS HUD Metro FMR Area",2802999999,28210,1091,1097,1288,1544,1705
MS,28,NCNTY28031N28031,Covington County,"Covington County, MS",2803199999,18323,708,713,842,1111,1115
MS,28,METRO32820M32820,DeSoto County,"Memphis, TN-MS-AR HUD Metro FMR Area",2803399999,186214,1060,1154,1274,1683,1959
MS,28,METRO25620M25620,Forrest County,"Hattiesburg, MS MSA",2803599999,77917,766,888,1047,1348,1386
MS,28,NCNTY28037N28037,Franklin County,"Franklin County, MS",2803799999,7690,727,759,842,1115,1118
MS,28,NCNTY28039N28039,George County,"George County, MS",2803999999,24547,775,779,921,1104,1451
MS,28,NCNTY28041N28041,Greene County,"Greene County, MS",2804199999,13672,727,768,842,1012,1118
MS,28,NCNTY28043N28043,Grenada County,"Grenada County, MS",2804399999,21474,690,694,911,1092,1206
MS,28,METRO25060M25060,Hancock County,"Gulfport-Biloxi, MS HUD Metro FMR Area",2804599999,46010,786,923,1140,1471,1612
MS,28,METRO25060M25060,Harrison County,"Gulfport-Biloxi, MS HUD Metro FMR Area",2804799999,208748,786,923,1140,1471,1612
MS,28,METRO27140M27140,Hinds County,"Jackson, MS HUD Metro FMR Area",2804999999,226541,1091,1097,1288,1544,1705
MS,28,METRO27140M28051,Holmes County,"Holmes County, MS HUD Metro FMR Area",2805199999,16848,733,768,842,1111,1115
MS,28,NCNTY28053N28053,Humphreys County,"Humphreys County, MS",2805399999,7744,727,768,842,1111,1115
MS,28,NCNTY28055N28055,Issaquena County,"Issaquena County, MS",2805599999,1206,708,713,842,1049,1118
MS,28,NCNTY28057N28057,Itawamba County,"Itawamba County, MS",2805799999,23888,749,753,891,1068,1180
MS,28,METRO25060M37700,Jackson County,"Pascagoula, MS HUD Metro FMR Area",2805999999,143721,929,951,1067,1448,1762
MS,28,NCNTY28061N28061,Jasper County,"Jasper County, MS",2806199999,16320,708,713,842,1115,1118
MS,28,NCNTY28063N28063,Jefferson County,"Jefferson County, MS",2806399999,7207,708,713,842,1111,1118
MS,28,NCNTY28065N28065,Jefferson Davis County,"Jefferson Davis County, MS",2806599999,11291,693,698,842,1020,1118
MS,28,NCNTY28067N28067,Jones County,"Jones County, MS",2806799999,67152,694,699,917,1099,1247
MS,28,NCNTY28069N28069,Kemper County,"Kemper County, MS",2806999999,8980,708,713,842,1115,1118
MS,28,NCNTY28071N28071,Lafayette County,"Lafayette County, MS",2807199999,56172,1047,1053,1243,1539,1646
MS,28,METRO25620M25620,Lamar County,"Hattiesburg, MS MSA",2807399999,64425,766,888,1047,1348,1386
MS,28,NCNTY28075N28075,Lauderdale County,"Lauderdale County, MS",2807599999,72741,781,812,906,1204,1265
MS,28,NCNTY28077N28077,Lawrence County,"Lawrence County, MS",2807799999,11933,653,657,863,1068,1148
MS,28,NCNTY28079N28079,Leake County,"Leake County, MS",2807999999,21335,803,808,955,1145,1264
MS,28,NCNTY28081N28081,Lee County,"Lee County, MS",2808199999,83343,847,852,994,1257,1316
MS,28,NCNTY28083N28083,Leflore County,"Leflore County, MS",2808399999,27920,638,642,842,1055,1115
MS,28,NCNTY28085N28085,Lincoln County,"Lincoln County, MS",2808599999,34855,645,649,852,1126,1129
MS,28,NCNTY28087N28087,Lowndes County,"Lowndes County, MS",2808799999,58547,738,743,872,1195,1263
MS,28,METRO27140M27140,Madison County,"Jackson, MS HUD Metro FMR Area",2808999999,109257,1091,1097,1288,1544,1705
MS,28,NCNTY28091N28091,Marion County,"Marion County, MS",2809199999,24362,651,655,860,1031,1366
MS,28,METRO32820N28093,Marshall County,"Marshall County, MS HUD Metro FMR Area",2809399999,33980,840,846,1110,1331,1835
MS,28,NCNTY28095N28095,Monroe County,"Monroe County, MS",2809599999,34168,727,768,842,1012,1115
MS,28,NCNTY28097N28097,Montgomery County,"Montgomery County, MS",2809799999,9803,727,768,842,1061,1118
MS,28,NCNTY28099N28099,Neshoba County,"Neshoba County, MS",2809999999,28970,727,768,842,1147,1354
MS,28,NCNTY28101N28101,Newton County,"Newton County, MS",2810199999,21275,638,642,842,1012,1115
MS,28,NCNTY28103N28103,Noxubee County,"Noxubee County, MS",2810399999,10261,708,713,842,1049,1118
MS,28,NCNTY28105N28105,Oktibbeha County,"Oktibbeha County, MS",2810599999,51388,834,873,957,1262,1267
MS,28,NCNTY28107N28107,Panola County,"Panola County, MS",2810799999,33157,605,743,878,1121,1455
MS,28,NCNTY28109N28109,Pearl River County,"Pearl River County, MS",2810999999,56351,821,857,949,1315,1320
MS,28,METRO25620M25620,Perry County,"Hattiesburg, MS MSA",2811199999,11511,766,888,1047,1348,1386
MS,28,NCNTY28113N28113,Pike County,"Pike County, MS",2811399999,40098,837,845,986,1182,1418
MS,28,NCNTY28115N28115,Pontotoc County,"Pontotoc County, MS",2811599999,31202,643,850,932,1142,1484
MS,28,NCNTY28117N28117,Prentiss County,"Prentiss County, MS",2811799999,24945,638,642,842,1012,1118
MS,28,NCNTY28119N28119,Quitman County,"Quitman County, MS",2811999999,6113,708,713,842,1171,1412
MS,28,METRO27140M27140,Rankin County,"Jackson, MS HUD Metro FMR Area",2812199999,157185,1091,1097,1288,1544,1705
MS,28,METRO27140N28123,Scott County,"Scott County, MS HUD Metro FMR Area",2812399999,27943,790,795,952,1141,1260
MS,28,NCNTY28125N28125,Sharkey County,"Sharkey County, MS",2812599999,3910,708,713,842,1115,1118
MS,28,METRO27140N28127,Simpson County,"Simpson County, MS HUD Metro FMR Area",2812799999,25889,592,762,858,1193,1439
MS,28,NCNTY28129N28129,Smith County,"Smith County, MS",2812999999,14310,727,768,842,1012,1118
MS,28,METRO25060M28131,Stone County,"Stone County, MS HUD Metro FMR Area",2813199999,18360,734,739,969,1162,1432
MS,28,NCNTY28133N28133,Sunflower County,"Sunflower County, MS",2813399999,25867,581,642,842,1136,1260
MS,28,NCNTY28135N28135,Tallahatchie County,"Tallahatchie County, MS",2813599999,12621,727,768,842,1096,1412
MS,28,METRO32820N28137,Tate County,"Tate County, MS HUD Metro FMR Area",2813799999,28094,825,830,1089,1337,1493
MS,28,NCNTY28139N28139,Tippah County,"Tippah County, MS",2813999999,21769,733,768,842,1092,1118
